99 195 99 195 227 67 105 74 137 195 7 181 195 9 137 71 
99 195 99 195 227 67 105 74 137 195 137 181 195 9 195 211 
159 195 99 195 227 67 105 74 137 195 137 181 195 9 195 211 
99 195 99 195 227 67 241 74 137 195 137 181 195 9 195 106 
99 195 99 195 227 67 105 74 137 195 11 181 195 74 137 211 
99 195 69 195 227 67 165 74 127 195 137 181 73 74 107 71 
99 195 99 195 227 67 105 74 137 95 195 181 195 74 195 211 
99 195 69 195 227 67 105 74 127 195 137 31 203 9 217 211 
99 195 99 195 227 67 105 74 137 195 7 181 195 9 195 211 
99 195 99 195 227 67 105 39 137 95 137 76 195 9 195 211 
99 195 69 195 227 67 165 74 127 195 137 181 73 74 107 71 
99 195 99 195 227 67 105 39 229 95 137 181 195 9 195 211 
99 195 99 195 227 67 105 74 137 5 137 181 195 194 195 211 
99 195 99 195 227 67 105 74 185 195 137 181 195 209 31 181 
99 195 99 195 227 67 105 74 137 195 137 181 195 9 195 211 
99 195 99 195 227 67 105 74 137 195 7 181 121 9 137 71 
99 195 99 195 227 67 105 74 137 195 137 181 195 9 195 211 
99 195 99 195 227 67 105 74 137 195 137 181 195 9 209 211 
99 195 99 195 227 67 105 74 137 195 7 181 195 74 137 71 
99 195 99 195 227 67 105 74 137 195 113 181 195 74 137 71 
99 195 99 195 227 67 105 74 137 95 137 181 195 9 195 211 
99 195 99 195 227 67 165 74 127 195 81 181 195 74 107 71 
99 195 99 195 227 67 105 74 99 120 195 181 51 74 137 181 
99 195 99 195 227 67 105 74 137 195 137 151 195 219 31 71 
99 195 99 195 227 67 105 74 137 195 157 181 195 74 137 71 
209 195 99 195 227 67 105 74 137 95 137 181 135 9 195 211 
99 195 99 195 243 67 105 74 137 195 137 181 245 114 217 211 
99 195 99 195 227 67 105 39 229 95 137 181 195 9 195 211 
99 195 99 195 227 67 105 74 137 195 113 181 195 9 195 211 
99 195 99 195 227 67 105 39 229 95 137 181 195 9 195 211 
107 195 99 195 227 67 105 74 137 195 137 181 195 9 195 211 
99 195 99 195 227 67 105 39 137 95 137 181 195 69 195 211 
99 195 99 195 195 67 105 74 137 195 113 181 195 9 195 211 
99 195 99 195 227 67 105 74 137 195 137 181 195 9 195 211 
99 195 99 195 227 67 105 39 229 95 137 181 195 9 195 211 
