97 200 97 141 73 65 11 141 183 141 47 70 141 77 
101 200 97 141 73 70 11 1 183 141 47 165 141 77 
231 200 97 141 73 70 11 141 183 141 47 70 141 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
97 200 97 141 73 70 11 141 183 141 47 70 141 77 
195 200 97 141 73 70 11 141 183 141 47 165 141 77 
101 200 97 141 103 70 11 231 135 141 133 70 141 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
97 200 97 141 73 70 11 141 169 141 47 70 141 77 
77 200 97 111 73 70 11 141 169 141 117 70 141 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
101 200 97 141 73 70 11 1 169 141 47 70 141 77 
101 200 97 141 103 70 11 231 135 141 133 70 141 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
181 200 97 141 73 70 11 141 169 141 47 70 213 77 
181 200 97 141 73 70 11 141 183 141 47 70 141 77 
101 200 97 141 73 70 11 1 31 141 47 165 127 77 
97 200 97 141 5 70 11 141 183 141 47 70 141 77 
101 200 97 141 73 70 11 1 183 141 47 165 131 77 
101 200 97 141 73 70 11 1 183 141 47 165 141 77 
97 200 97 141 139 70 11 1 183 146 47 165 127 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
97 200 97 141 139 70 11 1 183 141 47 165 141 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
195 200 97 141 73 70 11 1 183 141 47 165 93 77 
97 200 97 141 73 70 11 141 183 141 47 70 141 77 
97 200 97 141 139 70 11 1 183 141 47 165 141 77 
101 200 97 141 103 70 11 231 135 141 133 70 141 77 
101 200 97 141 73 70 11 1 183 141 47 165 141 77 
101 200 97 141 103 70 69 231 135 141 133 70 141 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
101 200 97 141 73 70 11 1 183 141 47 165 131 77 
101 200 97 141 73 70 11 1 183 141 47 165 141 77 
181 200 97 141 73 70 11 141 183 141 47 70 141 77 
101 200 97 141 73 70 11 141 169 141 47 70 141 77 
101 200 97 141 73 70 11 141 183 141 11 70 141 77 
97 200 97 141 73 70 11 1 183 141 47 165 141 77 
101 200 97 141 73 70 11 1 183 141 47 165 141 77 
101 200 227 141 73 70 11 141 183 141 47 70 141 77 
181 200 97 141 73 70 11 1 183 141 47 165 141 77 
101 200 97 141 73 70 11 1 183 141 47 165 141 77 
181 200 97 141 73 70 11 1 183 141 225 165 141 77 
97 200 97 141 73 70 11 141 35 141 47 70 141 77 
101 200 97 141 103 70 69 231 135 141 133 70 141 77 
97 200 97 141 139 70 11 1 183 141 47 165 141 77 
97 200 97 141 73 70 11 141 183 141 47 70 141 77 
101 200 97 141 73 35 11 1 183 141 47 165 141 77 
97 200 97 141 139 70 11 1 183 141 47 165 141 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
101 200 97 141 73 70 11 1 183 141 47 165 141 77 
231 200 97 141 73 70 11 141 183 141 47 70 141 77 
101 200 137 141 73 70 11 141 169 141 47 70 141 77 
97 200 97 141 73 70 11 1 183 141 47 165 141 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
181 200 97 141 73 70 11 1 183 141 225 165 141 77 
181 200 97 141 73 35 11 1 183 141 47 165 141 77 
101 200 97 141 73 70 11 141 183 141 47 70 141 77 
195 200 97 141 73 70 11 1 183 141 47 165 93 77 
101 200 97 141 73 70 11 1 183 141 47 165 141 77 
181 200 97 141 73 70 11 1 183 141 47 165 141 77 
101 200 97 141 73 70 11 141 125 141 47 70 83 77 
181 200 97 141 73 70 11 141 183 141 47 70 141 77 
101 200 97 141 41 70 11 141 183 141 47 70 141 77 
